		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010010  228  252  265  246  240  261  232  243  5.132197 0.743358 SUCCESS 126
111010100  249  242  238  255  240  247  269  251  3.708676 0.882405 SUCCESS 127
111010110  255  243  241  240  220  247  265  264  6.640452 0.575874 SUCCESS 128
111011000  257  261  228  248  273  261  229  245  8.785266 0.360733 SUCCESS 129
111011010  249  251  263  238  254  239  235  258  3.662072 0.886254 SUCCESS 130
111011100  221  259  203  264  252  225  270  253 17.024532 0.029855 SUCCESS 131
111100000  259  215  262  247  253  235  248  243  6.675404 0.572024 SUCCESS 132
111100010  266  239  220  239  261  239  198  225 16.596628 0.034594 SUCCESS 133
111100100  222  232  255  238  231  271  242  253  7.499437 0.483826 SUCCESS 134
111100110  236  247  258  254  220  241  237  216  7.617004 0.471747 SUCCESS 135
111101000  225  230  250  252  292  242  262  212 18.259521 0.019363 SUCCESS 136
111101010  247  255  230  272  228  233  265  246  8.160357 0.417965 SUCCESS 137
111101100  240  243  247  261  261  249  226  248  4.081503 0.849696 SUCCESS 138
111101110  246  262  221  255  218  226  242  220 10.903602 0.207221 SUCCESS 139
111110000  247  230  244  238  257  234  258  218  5.883147 0.660319 SUCCESS 140
111110010  238  232  254  223  234  274  239  241  7.453893 0.488543 SUCCESS 141
111110100  224  229  233  244  248  230  246  232  4.756192 0.783288 SUCCESS 142
111110110  220  242  264  257  283  236  213  241 15.688921 0.047055 SUCCESS 143
111111000  240  238  227  233  265  232  238  224  6.341766 0.609007 SUCCESS 144
111111010  233  220  239  224  240  229  240  230  6.776025 0.560980 SUCCESS 145
111111100  234  248  237  262  226  232  235  224  6.150057 0.630428 SUCCESS 146
111111110  236  238  224  279  228  231  246  244  9.153857 0.329484 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  246  241  232  262  232  249  247  260  3.859077 0.869609 SUCCESS   0
000000011  230  244  233  232  233  225  254  243  4.485046 0.810927 SUCCESS   1
000000101  233  219  241  261  265  226  216  259 11.973361 0.152396 SUCCESS   2
000000111  234  252  237  229  269  236  222  265  8.702651 0.367997 SUCCESS   3
000001001  240  253  254  256  228  269  249  249  5.340853 0.720601 SUCCESS   4
000001011  234  254  264  257  249  208  211  253 13.835378 0.086158 SUCCESS   5
000001101  219  251  227  271  244  244  263  224 10.402615 0.237896 SUCCESS   6
000001111  245  247  254  241  261  235  247  269  4.708530 0.788226 SUCCESS   7
000010001  252  232  229  242  239  258  275  249  6.940196 0.543099 SUCCESS   8
000010011  262  262  223  276  233  267  247  261 12.885304 0.115857 SUCCESS   9
000010101  228  246  245  229  219  244  217  243  7.886033 0.444681 SUCCESS  10
000010111  239  250  244  254  274  243  252  233  5.244469 0.731156 SUCCESS  11
000011001  242  249  258  233  239  239  220  264  5.821715 0.667195 SUCCESS  12
000011011  239  241  222  263  248  244  253  245  4.136579 0.844595 SUCCESS  13
000011101  227  250  231  241  235  206  210  244 13.604479 0.092675 SUCCESS  14
000011111  248  258  247  248  255  248  239  241  1.695198 0.988974 SUCCESS  15
000100011  270  237  235  260  225  275  260  231 11.857912 0.157657 SUCCESS  16
000100101  219  255  252  244  239  241  237  231  4.535886 0.805832 SUCCESS  17
000100111  262  246  241  253  247  245  257  270  5.320729 0.722810 SUCCESS  18
000101001  228  231  223  241  249  252  281  262 11.241476 0.188389 SUCCESS  19
000101011  239  249  238  240  267  254  245  244  3.076353 0.929475 SUCCESS  20
000101101  233  253  215  279  276  223  214  262 20.998529 0.007151 FAILURE  21
000101111  222  242  226  254  251  245  252  226  5.756047 0.674537 SUCCESS  22
000110011  218  251  256  253  247  245  244  245  4.064556 0.851253 SUCCESS  23
000110101  247  248  241  250  226  256  242  240  2.366710 0.967657 SUCCESS  24
000110111  234  221  249  270  238  215  267  211 16.255576 0.038865 SUCCESS  25
000111001  275  248  246  270  258  222  244  256 10.440745 0.235443 SUCCESS  26
000111011  227  222  246  241  244  220  226  233  7.754696 0.457792 SUCCESS  27
000111101  248  248  233  222  223  238  232  255  5.899034 0.658541 SUCCESS  28
000111111  272  246  245  220  252  261  229  236  8.493995 0.386760 SUCCESS  29
001000011  264  239  231  236  230  234  234  231  5.238114 0.731849 SUCCESS  30
001000101  235  234  214  232  258  251  232  277 11.472375 0.176343 SUCCESS  31
001000111  279  243  227  246  220  253  240  259 10.224675 0.249610 SUCCESS  32
001001011  236  259  284  261  226  248  233  245 11.142974 0.193729 SUCCESS  33
001001101  248  242  268  226  247  222  226  266  9.417589 0.308302 SUCCESS  34
001001111  250  243  247  247  254  245  273  240  4.242496 0.834609 SUCCESS  35
001010011  237  235  233  238  255  264  256  231  4.753015 0.783619 SUCCESS  36
001010101  259  215  275  242  217  232  247  243 12.369490 0.135464 SUCCESS  37
001010111  228  264  225  244  279  255  235  268 12.746553 0.120873 SUCCESS  38
001011011  239  258  222  255  257  232  223  244  6.717771 0.567367 SUCCESS  39
001011101  247  252  244  254  278  260  245  247  6.678582 0.571674 SUCCESS  40
001011111  207  263  248  241  252  256  249  225  9.964120 0.267553 SUCCESS  41
001100101  224  231  247  256  248  261  217  256  8.062914 0.427349 SUCCESS  42
001100111  238  281  272  246  239  253  246  240  9.758641 0.282376 SUCCESS  43
001101011  251  241  240  259  240  231  228  257  3.856959 0.869793 SUCCESS  44
001101101  277  232  244  246  240  251  246  233  6.028253 0.644067 SUCCESS  45
001101111  245  232  241  242  243  228  242  217  4.929896 0.765042 SUCCESS  46
001110101  241  252  252  223  246  255  231  239  3.814592 0.873452 SUCCESS  47
001110111  236  237  254  234  249  214  242  233  5.831248 0.666128 SUCCESS  48
001111011  256  252  253  236  227  236  252  251  3.458712 0.902370 SUCCESS  49
001111101  243  248  247  266  254  215  278  261 12.206378 0.142231 SUCCESS  50
001111111  271  250  262  220  261  263  234  234 10.610212 0.224778 SUCCESS  51
010000011  227  249  249  254  249  237  242  245  2.195125 0.974438 SUCCESS  52
010000111  268  281  221  242  253  233  229  218 15.179462 0.055748 SUCCESS  53
010001011  245  241  224  238  246  248  223  243  3.894030 0.866556 SUCCESS  54
010001111  284  254  233  216  254  263  247  258 13.798307 0.087176 SUCCESS  55
010010011  240  229  252  261  279  227  255  248  9.470548 0.304167 SUCCESS  56
010010111  224  257  261  234  256  246  248  236  5.014629 0.756011 SUCCESS  57
010011011  240  240  270  245  231  259  243  239  4.767843 0.782077 SUCCESS  58
010011111  237  253  245  235  265  257  268  238  6.027194 0.644186 SUCCESS  59
010100011  254  230  228  254  254  241  238  257  4.088917 0.849013 SUCCESS  60
010100111  249  252  243  237  246  261  233  249  2.430260 0.964904 SUCCESS  61
010101011  270  222  266  236  222  231  233  248 10.609153 0.224843 SUCCESS  62
010101111  242  254  247  243  258  255  256  272  5.678727 0.683168 SUCCESS  63
010110011  223  247  278  262  223  239  226  244 11.534866 0.173194 SUCCESS  64
010110111  251  270  251  228  242  213  226  250 10.000132 0.265017 SUCCESS  65
010111011  263  254  240  235  252  257  265  261  6.365068 0.606410 SUCCESS  66
010111111  209  268  259  241  263  252  264  254 12.479643 0.131052 SUCCESS  67
011000111  253  232  239  226  228  270  270  249  9.334974 0.314831 SUCCESS  68
011001111  235  265  256  256  249  246  249  230  4.455389 0.813880 SUCCESS  69
011010111  270  240  229  262  263  245  244  249  6.844871 0.553459 SUCCESS  70
011011111  266  247  239  243  246  227  233  230  4.805973 0.778098 SUCCESS  71
011101111  256  236  251  219  255  234  242  222  6.780262 0.560516 SUCCESS  72
011111111  259  265  258  216  273  263  240  240 12.136473 0.145218 SUCCESS  73
100000000  246  241  232  262  232  249  247  260  3.859077 0.869609 SUCCESS  74
100010000  239  237  215  249  225  231  239  223  8.302286 0.404513 SUCCESS  75
100100000  226  235  268  225  232  231  242  254  7.494141 0.484373 SUCCESS  76
100101000  247  245  261  242  286  238  217  239 12.080337 0.147655 SUCCESS  77
100110000  238  250  211  262  229  276  254  264 13.668029 0.090839 SUCCESS  78
100111000  244  244  248  269  244  240  244  248  2.821093 0.945078 SUCCESS  79
101000000  232  242  235  246  257  237  223  288 11.973361 0.152396 SUCCESS  80
101000100  211  245  244  238  230  222  240  258  8.617918 0.375545 SUCCESS  81
101001000  257  228  246  218  222  234  236  254  7.911453 0.442167 SUCCESS  82
101001100  233  212  214  250  245  265  262  248 12.154479 0.144443 SUCCESS  83
101010000  211  235  234  268  251  252  234  241  8.789503 0.360363 SUCCESS  84
101010100  248  212  256  240  227  237  229  244  7.532271 0.480438 SUCCESS  85
101011000  255  242  227  246  238  212  243  264  7.987713 0.434671 SUCCESS  86
101011100  260  249  234  237  279  266  226  233 10.914193 0.206609 SUCCESS  87
101100000  241  249  263  245  261  238  251  246  3.235228 0.918740 SUCCESS  88
101100100  222  250  245  261  225  217  240  250  8.314996 0.403321 SUCCESS  89
101101000  235  239  238  245  255  240  249  252  1.562802 0.991615 SUCCESS  90
101101100  231  243  230  246  248  234  233  263  4.127047 0.845483 SUCCESS  91
101110000  254  230  269  257  252  239  232  245  5.582343 0.693901 SUCCESS  92
101110100  241  210  251  215  271  229  228  255 14.400973 0.071895 SUCCESS  93
101111000  251  247  244  238  222  245  227  245  3.717149 0.881699 SUCCESS  94
101111100  253  260  248  261  251  206  224  217 13.862916 0.085409 SUCCESS  95
110000000  230  244  246  239  240  231  248  242  1.856191 0.985108 SUCCESS  96
110000010  252  244  247  254  244  249  235  237  1.379566 0.994532 SUCCESS  97
110000100  248  248  235  246  244  263  259  237  3.156849 0.924132 SUCCESS  98
110001000  272  233  211  246  230  270  220  218 17.519163 0.025135 SUCCESS  99
110001010  239  262  258  236  239  249  266  251  4.999801 0.757597 SUCCESS 100
110010000  243  247  269  228  246  235  259  243  5.073943 0.749645 SUCCESS 101
110010010  258  241  255  278  235  227  248  245  7.881796 0.445101 SUCCESS 102
110010100  244  245  258  242  270  251  234  245  4.312401 0.827895 SUCCESS 103
110011000  263  267  232  268  206  265  250  250 15.060835 0.057973 SUCCESS 104
110011010  237  233  255  268  264  239  250  257  6.288808 0.614916 SUCCESS 105
110100000  245  246  238  250  255  218  236  273  7.528034 0.480874 SUCCESS 106
110100010  234  263  221  240  218  234  244  240  7.679495 0.465387 SUCCESS 107
110100100  245  222  250  242  260  226  223  241  6.634097 0.576575 SUCCESS 108
110101000  220  234  236  265  266  252  237  234  7.965471 0.436850 SUCCESS 109
110101010  259  219  247  234  232  236  215  249  8.678290 0.370157 SUCCESS 110
110101100  252  237  238  262  239  222  248  264  5.912804 0.656999 SUCCESS 111
110110000  237  239  251  252  281  258  249  242  7.485668 0.485250 SUCCESS 112
110110010  224  245  259  238  221  237  275  262 10.688591 0.219976 SUCCESS 113
110110100  242  256  220  253  248  246  243  218  6.391547 0.603461 SUCCESS 114
110111000  251  218  263  277  238  217  276  238 16.919674 0.030956 SUCCESS 115
110111010  242  242  261  201  237  219  263  248 13.586473 0.093201 SUCCESS 116
110111100  255  244  262  241  228  254  242  223  5.320729 0.722810 SUCCESS 117
111000000  235  244  248  251  261  245  229  230  3.640889 0.887985 SUCCESS 118
111000010  229  270  237  239  231  261  234  240  6.574783 0.583125 SUCCESS 119
111000100  236  234  237  235  254  264  227  233  5.135374 0.743014 SUCCESS 120
111000110  267  236  242  265  241  239  271  236  7.854258 0.447835 SUCCESS 121
111001000  266  228  249  243  254  243  249  236  4.033840 0.854057 SUCCESS 122
111001010  258  263  262  251  291  254  225  240 15.222887 0.054954 SUCCESS 123
111001100  281  256  237  260  223  294  270  255 23.408135 0.002878 FAILURE 124
111010000  258  276  199  232  245  215  244  236 18.246811 0.019450 SUCCESS 125
111010010  251  220  220  214  258  234  236  255 11.007400 0.201280 SUCCESS 126
111010100  226  258  242  252  252  239  242  239  2.993737 0.934750 SUCCESS 127
111010110  225  230  251  239  240  223  275  253  9.041585 0.338800 SUCCESS 128
111011000  246  246  256  250  246  258  248  242  1.686725 0.989157 SUCCESS 129
111011010  281  233  239  259  261  221  242  221 13.090783 0.108764 SUCCESS 130
111011100  247  248  284  271  217  226  277  256 19.580303 0.012046 SUCCESS 131
111100000  234  240  236  240  264  233  258  241  3.913095 0.864878 SUCCESS 132
111100010  234  234  248  231  266  274  250  244  7.617004 0.471747 SUCCESS 133
111100100  256  247  253  220  254  236  253  244  4.458566 0.813564 SUCCESS 134
111100110  274  239  250  236  238  279  246  239  9.756523 0.282532 SUCCESS 135
111101000  241  277  209  231  232  234  256  226 13.623544 0.092121 SUCCESS 136
111101010  233  252  245  252  250  250  227  244  2.588076 0.957497 SUCCESS 137
111101100  246  257  266  250  227  249  225  261  6.989977 0.537714 SUCCESS 138
111101110  261  241  277  255  213  223  287  266 22.138193 0.004666 FAILURE 139
111110000  223  260  249  252  247  229  245  236  4.608968 0.798435 SUCCESS 140
111110010  235  259  256  205  277  246  262  244 14.320477 0.073785 SUCCESS 141
111110100  234  249  207  226  249  253  232  226 10.215143 0.250249 SUCCESS 142
111110110  255  248  269  242  261  238  247  242  4.624856 0.796816 SUCCESS 143
111111000  227  245  240  228  276  270  249  243  9.666494 0.289218 SUCCESS 144
111111010  249  249  215  222  258  239  232  234  7.853199 0.447940 SUCCESS 145
111111100  237  244  247  206  284  262  266  238 16.684539 0.033567 SUCCESS 146
111111110  259  265  258  216  273  263  240  240 12.136473 0.145218 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  226  226  243  262  223  229  245  7.152030 0.520322 SUCCESS   0
000000011  263  262  236  230  250  232  232  256  5.977413 0.649762 SUCCESS   1
000000101  220  213  219  235  248  221  240  222 14.072631 0.079892 SUCCESS   2
000000111  261  261  247  223  272  244  256  247  8.263097 0.408201 SUCCESS   3
000001001  225  245  222  245  233  246  219  212 11.216056 0.189755 SUCCESS   4
000001011  227  230  216  215  254  251  235  208 15.527928 0.049657 SUCCESS   5
000001101  260  207  236  241  245  229  245  258  9.019342 0.340667 SUCCESS   6
000001111  260  262  238  234  277  255  256  257  9.394288 0.310133 SUCCESS   7
000010001  232  235  266  243  250  281  237  213 13.234830 0.104021 SUCCESS   8
000010011  231  237  228  257  226  237  230  241  5.242350 0.731387 SUCCESS   9
000010101  257  245  219  268  236  246  257  266  8.819160 0.357781 SUCCESS  10
000010111  247  238  219  228  233  260  248  229  6.594908 0.580901 SUCCESS  11
000011001  246  256  233  258  244  253  241  234  2.761780 0.948406 SUCCESS  12
000011011  253  224  221  241  252  217  237  243  7.956997 0.437682 SUCCESS  13
000011101  233  257  236  249  234  251  255  243  2.748011 0.949163 SUCCESS  14
000011111  253  252  258  248  286  283  242  248 15.390236 0.051987 SUCCESS  15
000100011  235  232  251  235  217  257  250  211 10.143119 0.255124 SUCCESS  16
000100101  243  230  220  249  250  235  226  253  5.641657 0.687300 SUCCESS  17
000100111  237  239  234  250  216  250  214  245  8.252505 0.409202 SUCCESS  18
000101001  232  234  259  229  263  240  252  255  5.309078 0.724088 SUCCESS  19
000101011  272  243  232  271  236  267  262  249 10.931140 0.205632 SUCCESS  20
000101101  242  232  266  241  247  219  260  237  6.702943 0.568996 SUCCESS  21
000101111  243  249  226  232  245  267  250  234  4.921423 0.765941 SUCCESS  22
000110011  258  248  242  265  246  254  237  245  3.390925 0.907488 SUCCESS  23
000110101  248  232  243  258  247  236  239  233  2.457799 0.963670 SUCCESS  24
000110111  248  217  237  227  230  217  223  231 11.221352 0.189470 SUCCESS  25
000111001  244  224  236  218  240  255  253  244  5.794177 0.670275 SUCCESS  26
000111011  235  252  249  252  248  220  262  230  5.707325 0.679978 SUCCESS  27
000111101  248  250  238  254  228  251  227  226  4.718062 0.787241 SUCCESS  28
000111111  234  226  267  245  245  294  240  216 18.011676 0.021139 SUCCESS  29
001000011  207  269  265  263  272  245  219  234 18.220332 0.019634 SUCCESS  30
001000101  231  233  261  242  275  267  268  253 11.484026 0.175752 SUCCESS  31
001000111  217  256  254  233  218  238  250  242  7.868027 0.446467 SUCCESS  32
001001011  279  231  236  242  259  225  234  248  9.166567 0.328440 SUCCESS  33
001001101  223  235  234  240  228  227  231  256  6.421204 0.600160 SUCCESS  34
001001111  246  236  249  254  222  258  236  275  8.016311 0.431878 SUCCESS  35
001010011  254  246  259  243  259  240  248  252  2.706703 0.951395 SUCCESS  36
001010101  245  244  239  241  256  231  248  244  1.546914 0.991901 SUCCESS  37
001010111  246  232  242  257  241  265  262  247  4.635447 0.795734 SUCCESS  38
001011011  244  234  241  227  249  216  234  258  6.420145 0.600278 SUCCESS  39
001011101  232  257  244  208  264  235  234  264 10.988335 0.202361 SUCCESS  40
001011111  259  295  233  248  267  250  226  257 16.948272 0.030652 SUCCESS  41
001100101  245  251  252  267  242  242  245  247  2.759661 0.948523 SUCCESS  42
001100111  252  228  252  280  228  241  231  242  8.971680 0.344691 SUCCESS  43
001101011  233  269  240  266  224  222  244  260 10.102871 0.257880 SUCCESS  44
001101101  241  261  238  246  250  234  239  229  3.082708 0.929060 SUCCESS  45
001101111  257  213  241  239  228  236  227  216 10.934318 0.205449 SUCCESS  46
001110101  227  250  239  255  250  244  265  239  4.104804 0.847546 SUCCESS  47
001110111  231  245  231  233  235  230  256  228  4.884352 0.769862 SUCCESS  48
001111011  220  234  234  250  237  251  247  239  4.042313 0.853286 SUCCESS  49
001111101  220  240  257  256  269  214  255  240 10.877122 0.208759 SUCCESS  50
001111111  264  236  266  239  246  270  226  229  9.304258 0.317283 SUCCESS  51
010000011  239  237  224  253  254  264  228  236  5.843958 0.664706 SUCCESS  52
010000111  227  242  273  255  246  258  245  202 13.646846 0.091447 SUCCESS  53
010001011  235  226  238  265  243  256  265  248  6.262329 0.617873 SUCCESS  54
010001111  207  228  259  224  233  248  247  222 12.291111 0.138680 SUCCESS  55
010010011  262  246  256  230  242  267  216  285 15.477088 0.050506 SUCCESS  56
010010111  268  251  234  223  242  233  249  249  5.685083 0.682459 SUCCESS  57
010011011  235  223  259  243  242  226  222  228  7.772702 0.455983 SUCCESS  58
010011111  264  243  252  222  229  226  258  253  7.525916 0.481092 SUCCESS  59
010100011  252  257  237  235  235  245  253  235  2.575366 0.958124 SUCCESS  60
010100111  270  266  236  248  239  246  241  256  5.972117 0.650355 SUCCESS  61
010101011  242  240  222  258  246  238  262  234  4.942606 0.763693 SUCCESS  62
010101111  227  236  238  262  241  251  256  238  4.032781 0.854154 SUCCESS  63
010110011  247  268  243  277  247  223  248  243  9.028875 0.339866 SUCCESS  64
010110111  249  229  212  256  252  249  242  277 11.001045 0.201640 SUCCESS  65
010111011  246  265  228  201  271  228  232  251 15.826613 0.044930 SUCCESS  66
010111111  234  287  230  261  259  237  214  244 15.271609 0.054074 SUCCESS  67
011000111  245  247  269  220  264  224  262  259 10.806158 0.212926 SUCCESS  68
011001111  240  250  249  289  244  218  254  244 12.155538 0.144398 SUCCESS  69
011010111  228  255  243  253  236  211  253  256  7.801300 0.453117 SUCCESS  70
011011111  270  223  244  249  254  256  231  238  6.727303 0.566320 SUCCESS  71
011101111  221  221  214  231  237  246  250  251  9.682381 0.288030 SUCCESS  72
011111111  255  228  248  230  266  265  234  243  6.824747 0.555654 SUCCESS  73
100000000  250  226  226  243  261  223  229  245  7.004805 0.536114 SUCCESS  74
100010000  239  268  227  270  243  277  233  243 11.719161 0.164181 SUCCESS  75
100100000  264  239  226  226  227  252  229  213 11.147210 0.193497 SUCCESS  76
100101000  273  241  233  245  239  253  246  224  6.277157 0.616217 SUCCESS  77
100110000  246  237  239  226  247  256  243  289 10.902542 0.207283 SUCCESS  78
100111000  267  281  251  268  258  247  228  232 13.168102 0.106195 SUCCESS  79
101000000  239  203  253  221  232  238  240  230 11.575114 0.171192 SUCCESS  80
101000100  250  239  266  248  214  273  238  271 12.944618 0.113769 SUCCESS  81
101001000  227  214  251  257  235  264  230  239  8.972739 0.344601 SUCCESS  82
101001100  237  238  261  249  245  217  246  256  5.413936 0.712555 SUCCESS  83
101010000  246  213  233  230  232  260  264  229  9.822191 0.277728 SUCCESS  84
101010100  232  216  254  232  241  238  249  236  5.590817 0.692959 SUCCESS  85
101011000  248  243  245  259  255  253  248  235  2.260793 0.971955 SUCCESS  86
101011100  228  244  255  253  234  233  269  248  5.580225 0.694136 SUCCESS  87
101100000  229  256  254  238  265  233  237  237  4.939428 0.764030 SUCCESS  88
101100100  246  268  240  240  261  242  247  234  4.268975 0.832077 SUCCESS  89
101101000  235  236  252  258  244  266  250  245  3.887675 0.867113 SUCCESS  90
101101100  235  246  248  238  251  236  262  255  2.924892 0.938982 SUCCESS  91
101110000  216  238  236  271  235  211  247  265 13.732639 0.089006 SUCCESS  92
101110100  230  258  242  221  245  238  260  223  7.066237 0.529503 SUCCESS  93
101111000  265  212  217  234  261  244  263  217 15.603129 0.048426 SUCCESS  94
101111100  242  226  228  253  227  236  259  249  5.406521 0.713373 SUCCESS  95
110000000  238  272  234  234  243  249  217  254  7.955938 0.437786 SUCCESS  96
110000010  206  233  218  248  277  262  258  213 20.490128 0.008633 FAILURE  97
110000100  234  245  236  241  231  245  221  259  4.694761 0.789646 SUCCESS  98
110001000  242  255  217  244  253  245  240  237  4.261561 0.832787 SUCCESS  99
110001010  260  242  253  242  239  257  241  249  2.395308 0.966434 SUCCESS 100
110010000  252  253  244  245  230  223  230  228  5.282599 0.726989 SUCCESS 101
110010010  280  262  250  260  249  237  245  229  9.308495 0.316944 SUCCESS 102
110010100  265  234  232  254  229  264  246  239  6.085448 0.637661 SUCCESS 103
110011000  251  246  235  227  277  275  231  283 17.560470 0.024774 SUCCESS 104
110011010  228  247  243  275  229  254  235  281 12.676648 0.123470 SUCCESS 105
110100000  222  223  231  225  248  243  239  239  6.535594 0.587462 SUCCESS 106
110100010  233  249  244  269  218  275  243  277 14.761090 0.063961 SUCCESS 107
110100100  258  214  249  279  251  247  227  244 11.391878 0.180468 SUCCESS 108
110101000  241  231  249  221  238  264  239  241  5.122664 0.744389 SUCCESS 109
110101010  229  212  237  249  231  245  263  226  9.291548 0.318301 SUCCESS 110
110101100  244  246  268  276  274  235  250  238 11.173689 0.192051 SUCCESS 111
110110000  262  238  235  222  241  235  227  235  5.928691 0.655219 SUCCESS 112
110110010  237  262  242  223  234  238  234  233  5.030517 0.754310 SUCCESS 113
110110100  245  249  225  264  251  251  237  248  4.006302 0.856554 SUCCESS 114
110111000  251  237  241  249  224  227  228  253  4.951079 0.762792 SUCCESS 115
110111010  240  249  239  200  225  228  249  208 16.813757 0.032108 SUCCESS 116
110111100  247  232  243  239  243  253  245  245  1.120070 0.997370 SUCCESS 117
111000000  233  243  208  244  240  245  219  250  8.954733 0.346129 SUCCESS 118
111000010  228  234  263  245  241  236  237  258  4.400312 0.819322 SUCCESS 119
111000100  267  258  228  233  259  237  252  232  6.696588 0.569694 SUCCESS 120
111000110  256  267  252  273  222  248  235  222 11.173689 0.192051 SUCCESS 121
111001000  238  240  248  257  256  229  266  253  4.924600 0.765604 SUCCESS 122
111001010  279  232  236  255  232  270  270  251 13.052653 0.110051 SUCCESS 123
111001100  253  237  254  234  238  250  237  248  1.980114 0.981615 SUCCESS 124
111010000  225  240  274  233  266  238  245  223 10.007546 0.264497 SUCCESS 125
111010010  269  233  244  244  232  244  261  240  5.047464 0.752491 SUCCESS 126
111010100  240  256  254  227  241  248  240  244  2.502284 0.961624 SUCCESS 127
111010110  249  232  227  272  264  225  257  250  9.329678 0.315252 SUCCESS 128
111011000  230  252  234  209  256  244  215  249 11.061418 0.198243 SUCCESS 129
111011010  220  226  239  255  240  249  252  218  7.797063 0.453541 SUCCESS 130
111011100  259  274  250  256  242  255  236  247  6.297281 0.613970 SUCCESS 131
111100000  239  232  194  232  248  248  244  240 12.201082 0.142455 SUCCESS 132
111100010  275  262  224  218  247  227  233  229 12.770914 0.119979 SUCCESS 133
111100100  253  237  258  269  253  270  251  241  7.397757 0.494387 SUCCESS 134
111100110  248  250  257  263  226  246  231  235  4.910831 0.767063 SUCCESS 135
111101000  251  245  263  238  255  253  241  234  3.182269 0.922404 SUCCESS 136
111101010  247  238  250  236  238  255  252  253  1.876316 0.984572 SUCCESS 137
111101100  223  264  225  239  238  242  240  246  5.490196 0.704126 SUCCESS 138
111101110  233  253  240  247  242  248  227  234  2.724709 0.950429 SUCCESS 139
111110000  223  241  214  251  245  244  248  256  6.641511 0.575757 SUCCESS 140
111110010  264  235  244  245  254  283  250  255  9.492790 0.302443 SUCCESS 141
111110100  245  225  283  205  258  256  236  246 16.148600 0.040302 SUCCESS 142
111110110  237  245  250  247  241  227  251  245  1.886907 0.984285 SUCCESS 143
111111000  262  259  217  260  237  248  224  250  8.616859 0.375640 SUCCESS 144
111111010  256  241  282  208  263  234  239  225 15.849915 0.044579 SUCCESS 145
111111100  286  240  233  266  258  269  237  248 13.768650 0.087998 SUCCESS 146
111111110  255  228  248  230  266  265  234  243  6.824747 0.555654 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  251  238  252  249  251  231  221  215  7.512147 0.482513 SUCCESS   0
000000011  258  261  244  258  259  258  248  259  5.591876 0.692841 SUCCESS   1
000000101  231  248  232  234  227  223  250  241  5.171386 0.739111 SUCCESS   2
000000111  233  258  257  246  234  227  234  268  6.583257 0.582188 SUCCESS   3
000001001  237  231  255  238  239  246  256  256  2.925951 0.938918 SUCCESS   4
000001011  235  246  225  226  246  242  253  248  3.740451 0.879749 SUCCESS   5
000001101  242  242  241  244  247  249  248  239  0.390303 0.999948 SUCCESS   6
000001111  232  267  233  236  243  244  221  236  6.194542 0.625450 SUCCESS   7
000010001  238  245  241  255  264  228  241  236  3.800823 0.874632 SUCCESS   8
000010011  245  216  251  221  215  247  217  260 13.634136 0.091814 SUCCESS   9
000010101  217  251  233  240  225  260  268  227 10.188663 0.252033 SUCCESS  10
000010111  229  248  219  231  232  242  245  254  5.495491 0.703539 SUCCESS  11
000011001  257  292  233  227  219  248  234  252 15.614779 0.048238 SUCCESS  12
000011011  235  245  234  263  258  235  264  230  5.986945 0.648694 SUCCESS  13
000011101  241  233  260  257  216  222  240  255  8.334061 0.401537 SUCCESS  14
000011111  248  257  292  250  243  226  207  236 18.138776 0.020210 SUCCESS  15
000100011  255  224  228  291  260  222  233  236 16.573326 0.034872 SUCCESS  16
000100101  224  256  229  239  258  271  245  260  8.340416 0.400943 SUCCESS  17
000100111  268  238  252  253  227  236  239  235  5.156558 0.740719 SUCCESS  18
000101001  238  227  219  239  229  226  230  251  7.593703 0.474129 SUCCESS  19
