		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111  222  230  230  254  242  236  246  235  4.844103 0.774101 SUCCESS  32
001001011  247  270  245  238  248  254  249  239  3.722445 0.881257 SUCCESS  33
001001101  230  262  240  235  238  267  268  262  8.768320 0.362216 SUCCESS  34
001001111  256  241  252  258  287  227  217  249 13.965655 0.082665 SUCCESS  35
001010011  224  250  265  220  245  250  254  244  6.736836 0.565274 SUCCESS  36
001010101  283  252  250  235  246  231  239  226  9.412294 0.308717 SUCCESS  37
001010111  229  223  244  227  254  278  219  227 13.294143 0.102122 SUCCESS  38
001011011  239  232  232  219  228  235  243  253  5.824893 0.666839 SUCCESS  39
001011101  244  277  259  242  265  249  232  238  8.264156 0.408101 SUCCESS  40
001011111  236  232  244  252  238  254  275  235  6.128874 0.632799 SUCCESS  41
001100101  235  216  243  240  262  228  242  233  6.780262 0.560516 SUCCESS  42
001100111  264  238  250  236  257  250  243  255  3.613351 0.890217 SUCCESS  43
001101011  249  244  252  229  246  243  226  267  4.961671 0.761665 SUCCESS  44
001101101  266  248  230  242  228  268  278  233 11.857912 0.157657 SUCCESS  45
001101111  234  239  232  279  241  243  242  229  7.356449 0.498708 SUCCESS  46
001110101  212  240  244  235  214  244  270  251 11.678912 0.166115 SUCCESS  47
001110111  240  240  237  263  249  254  289  229 11.883332 0.156486 SUCCESS  48
001111011  267  239  253  248  267  235  251  257  6.197720 0.625095 SUCCESS  49
001111101  249  242  246  233  235  245  266  214  6.887238 0.548846 SUCCESS  50
001111111  240  259  228  266  256  235  235  241  5.482781 0.704947 SUCCESS  51
010000011  246  246  239  246  253  213  207  241 10.474639 0.233279 SUCCESS  52
010000111  233  235  237  291  226  225  252  274 17.386767 0.026324 SUCCESS  53
010001011  238  249  210  230  216  237  262  238 11.117554 0.195127 SUCCESS  54
010001111  256  218  241  254  240  232  240  224  6.426500 0.599571 SUCCESS  55
010010011  238  250  255  237  269  252  258  258  5.536799 0.698960 SUCCESS  56
010010111  248  237  265  239  252  262  249  210  8.886946 0.351923 SUCCESS  57
010011011  236  256  228  231  237  251  265  246  4.984973 0.759181 SUCCESS  58
010011111  266  234  257  250  264  254  213  249  9.601885 0.294087 SUCCESS  59
010100011  257  230  237  250  230  249  237  244  3.069998 0.929888 SUCCESS  60
010100111  246  242  257  216  251  270  260  231  8.921899 0.348927 SUCCESS  61
010101011  247  250  241  246  247  206  245  219  9.108312 0.333241 SUCCESS  62
010101111  231  259  227  219  250  258  249  250  6.792972 0.559125 SUCCESS  63
010110011  224  246  227  276  254  237  236  252  8.448451 0.390933 SUCCESS  64
010110111  238  240  233  223  245  226  248  255  4.605791 0.798758 SUCCESS  65
010111011  253  265  269  238  256  261  223  232  9.277779 0.319408 SUCCESS  66
010111111  253  242  233  250  247  257  276  240  6.137347 0.631850 SUCCESS  67
011000111  241  260  229  237  265  252  276  240  8.778911 0.361289 SUCCESS  68
011001111  259  241  243  261  267  238  228  267  7.884974 0.444786 SUCCESS  69
011010111  294  228  233  254  248  244  232  258 14.080046 0.079703 SUCCESS  70
011011111  229  257  245  264  211  250  272  232 12.058094 0.148631 SUCCESS  71
011101111  266  231  256  257  244  251  275  224 10.011782 0.264200 SUCCESS  72
011111111  232  250  231  273  244  284  257  234 12.904369 0.115183 SUCCESS  73
100000000  241  252  280  237  244  269  227  285 16.914378 0.031013 SUCCESS  74
100010000  273  273  270  235  237  247  240  232 11.199109 0.190671 SUCCESS  75
100100000  236  241  241  238  225  231  216  259  7.089539 0.527004 SUCCESS  76
100101000  241  243  263  261  234  232  246  251  4.034899 0.853961 SUCCESS  77
100110000  227  260  227  268  261  229  237  237  8.573433 0.379547 SUCCESS  78
100111000  246  253  245  218  249  229  236  242  4.612146 0.798111 SUCCESS  79
101000000  244  241  257  220  247  237  233  254  4.397135 0.819634 SUCCESS  80
101000100  249  259  264  240  244  241  273  254  6.770729 0.561559 SUCCESS  81
101001000  251  254  260  232  218  227  229  233  7.931577 0.440182 SUCCESS  82
101001100  243  232  244  254  259  244  242  259  2.935483 0.938341 SUCCESS  83
101010000  223  238  229  238  213  272  230  254 11.832492 0.158836 SUCCESS  84
101010100  267  253  235  256  225  258  241  232  6.530298 0.588049 SUCCESS  85
101011000  224  249  287  223  242  257  232  228 13.941295 0.083308 SUCCESS  86
101011100  268  229  244  259  260  259  217  253  9.777706 0.280976 SUCCESS  87
101100000  251  240  249  251  220  264  243  238  4.876938 0.770645 SUCCESS  88
101100100  237  241  239  223  269  244  249  228  6.082270 0.638017 SUCCESS  89
101101000  257  281  236  228  228  231  265  237 11.737167 0.163322 SUCCESS  90
101101100  244  233  219  267  215  244  242  213 13.133150 0.107350 SUCCESS  91
101110000  247  252  225  241  254  256  223  273  8.322410 0.402627 SUCCESS  92
101110100  222  250  217  246  255  243  259  239  6.907362 0.546660 SUCCESS  93
101111000  228  216  218  252  249  230  260  232 10.243740 0.248334 SUCCESS  94
101111100  207  248  252  247  226  246  243  249  7.713389 0.461956 SUCCESS  95
110000000  234  246  272  233  257  279  248  266 12.211674 0.142006 SUCCESS  96
110000010  243  219  243  255  243  228  234  250  4.873760 0.770980 SUCCESS  97
110000100  227  280  253  237  263  241  229  263 11.273251 0.186692 SUCCESS  98
110001000  237  276  234  229  251  235  233  229  7.969707 0.436435 SUCCESS  99
110001010  261  219  242  222  242  254  219  272 12.372667 0.135335 SUCCESS 100
110010000  218  243  239  254  261  243  228  258  6.550422 0.585820 SUCCESS 101
110010010  255  241  240  240  238  225  248  246  2.473686 0.962947 SUCCESS 102
110010100  254  237  254  227  254  224  260  229  6.449802 0.596981 SUCCESS 103
110011000  223  253  238  252  245  235  248  237  3.280772 0.915522 SUCCESS 104
110011010  238  238  249  231  236  229  229  247  3.401517 0.906697 SUCCESS 105
110100000  262  236  235  243  263  238  217  257  7.479313 0.485908 SUCCESS 106
110100010  248  276  224  252  226  263  269  239 11.980775 0.152064 SUCCESS 107
110100100  245  238  261  235  232  224  272  232  7.975003 0.435916 SUCCESS 108
110101000  242  237  241  248  231  248  244  268  3.547682 0.895458 SUCCESS 109
110101010  231  251  226  267  226  233  247  225  8.039612 0.429610 SUCCESS 110
110101100  225  246  268  241  263  236  255  225  7.860613 0.447203 SUCCESS 111
110110000  255  242  243  261  252  247  250  250  2.322225 0.969506 SUCCESS 112
110110010  228  242  251  232  257  243  259  224  5.304841 0.724553 SUCCESS 113
110110100  242  257  243  218  214  241  252  241  7.808714 0.452375 SUCCESS 114
110111000  241  248  212  240  250  238  223  289 15.276905 0.053980 SUCCESS 115
110111010  244  261  216  240  252  252  248  255  5.720035 0.678559 SUCCESS 116
110111100  228  223  229  243  262  245  256  209 11.148269 0.193439 SUCCESS 117
111000000  249  261  265  236  252  255  248  258  5.076061 0.749417 SUCCESS 118
111000010  213  246  242  216  272  244  225  245 12.334537 0.136890 SUCCESS 119
111000100  257  261  236  250  246  233  230  222  5.793118 0.670393 SUCCESS 120
111000110  238  229  259  240  274  258  252  263  8.506705 0.385600 SUCCESS 121
111001000  239  248  239  262  253  248  234  259  3.408931 0.906141 SUCCESS 122
111001010  255  246  252  247  251  247  255  241  1.591399 0.991084 SUCCESS 123
111001100  254  249  266  241  250  246  242  222  4.836689 0.774880 SUCCESS 124
111010000  256  226  226  260  245  235  213  245  8.912366 0.349743 SUCCESS 125
111010010  240  242  232  244  256  244  272  220  7.069415 0.529162 SUCCESS 126
111010100  260  235  249  251  228  257  270  265  8.208020 0.413419 SUCCESS 127
111010110  228  246  237  238  247  232  258  245  2.967258 0.936395 SUCCESS 128
111011000  260  250  245  239  262  247  251  244  2.917477 0.939429 SUCCESS 129
111011010  246  252  272  235  238  263  238  235  6.102395 0.635763 SUCCESS 130
111011100  268  258  231  254  239  224  254  262  7.967589 0.436643 SUCCESS 131
111100000  237  256  254  253  245  256  261  236  3.646185 0.887553 SUCCESS 132
111100010  239  266  246  254  240  229  228  245  4.712767 0.787788 SUCCESS 133
111100100  229  241  238  249  250  253  247  249  1.885848 0.984314 SUCCESS 134
111100110  257  240  246  246  231  260  244  242  2.620910 0.955854 SUCCESS 135
111101000  258  220  233  240  216  255  236  257  8.712184 0.367155 SUCCESS 136
111101010  257  248  223  286  230  240  270  243 13.844910 0.085898 SUCCESS 137
111101100  246  249  252  219  275  261  266  257 11.027524 0.200145 SUCCESS 138
111101110  274  235  224  234  238  229  236  257  8.394433 0.395919 SUCCESS 139
111110000  224  275  262  255  261  263  250  249 10.572082 0.227144 SUCCESS 140
111110010  237  237  241  255  233  243  237  262  3.071057 0.929819 SUCCESS 141
111110100  281  221  234  260  238  253  239  233 10.656816 0.221913 SUCCESS 142
111110110  251  234  249  236  246  239  272  221  6.698706 0.569461 SUCCESS 143
111111000  241  266  263  245  261  243  245  231  5.526207 0.700135 SUCCESS 144
111111010  255  213  222  294  271  231  230  249 21.953898 0.005002 FAILURE 145
111111100  244  264  245  257  239  250  253  249  3.071057 0.929819 SUCCESS 146
111111110  232  250  231  273  244  283  257  234 12.570732 0.127498 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  260  244  218  253  282  236  256  248 11.311381 0.184672 SUCCESS   0
000000011  251  278  236  227  263  223  242  249 10.103930 0.257807 SUCCESS   1
000000101  242  238  248  241  263  254  225  252  4.017953 0.855500 SUCCESS   2
000000111  252  287  263  235  244  244  260  221 13.246481 0.103646 SUCCESS   3
000001001  243  229  234  278  266  260  252  271 12.688299 0.123034 SUCCESS   4
000001011  250  236  243  232  247  250  236  234  1.949398 0.982524 SUCCESS   5
000001101  244  238  264  229  239  211  267  249  9.879387 0.273594 SUCCESS   6
000001111  224  269  288  242  250  270  246  242 15.528987 0.049640 SUCCESS   7
000010001  235  259  247  230  261  215  242  224  8.705829 0.367716 SUCCESS   8
000010011  272  231  207  244  274  303  259  282 35.342837 0.000023 FAILURE   9
000010101  255  219  230  247  229  277  215  248 13.261309 0.103169 SUCCESS  10
000010111  258  241  249  263  241  246  236  247  2.838040 0.944106 SUCCESS  11
000011001  252  249  253  265  269  235  248  251  5.781467 0.671696 SUCCESS  12
000011011  246  244  236  238  272  209  256  247  9.605062 0.293846 SUCCESS  13
000011101  243  256  257  236  253  223  244  244  3.809297 0.873906 SUCCESS  14
000011111  225  272  283  254  226  247  243  247 13.124676 0.107631 SUCCESS  15
000100011  230  256  251  228  256  231  215  222  9.739576 0.283782 SUCCESS  16
000100101  242  236  277  249  261  251  235  240  6.809919 0.557273 SUCCESS  17
000100111  261  248  229  248  255  263  262  265  7.513206 0.482403 SUCCESS  18
000101001  206  252  244  233  259  235  244  246  8.250387 0.409402 SUCCESS  19
000101011  233  218  233  226  226  268  239  258 10.065800 0.260438 SUCCESS  20
000101101  235  240  208  260  227  248  244  246  8.342534 0.400745 SUCCESS  21
000101111  244  235  253  269  214  248  252  230  8.324528 0.402428 SUCCESS  22
000110011  247  256  252  252  253  247  254  241  1.981173 0.981584 SUCCESS  23
000110101  248  244  217  237  217  227  263  266 11.292316 0.185680 SUCCESS  24
000110111  242  235  247  232  291  231  253  257 12.104698 0.146593 SUCCESS  25
000111001  244  250  234  244  241  246  231  254  1.779931 0.987031 SUCCESS  26
000111011  260  259  246  216  261  240  253  250  7.129787 0.522697 SUCCESS  27
000111101  254  230  285  250  246  264  210  246 15.120148 0.056851 SUCCESS  28
000111111  230  247  278  251  231  248  247  253  7.104367 0.525415 SUCCESS  29
001000011  243  244  256  241  234  240  259  251  2.288332 0.970872 SUCCESS  30
001000101  229  248  253  245  274  209  281  226 17.530814 0.025033 SUCCESS  31
001000111  217  236  239  250  256  230  254  255  6.011306 0.645965 SUCCESS  32
001001011  261  238  238  272  263  261  251  246  7.747282 0.458538 SUCCESS  33
001001101  262  211  206  238  252  268  240  243 15.074604 0.057711 SUCCESS  34
001001111  253  247  229  256  251  247  241  270  5.048523 0.752378 SUCCESS  35
001010011  259  224  269  230  261  227  282  232 15.269491 0.054112 SUCCESS  36
001010101  229  237  244  281  230  238  224  236  9.945055 0.268904 SUCCESS  37
001010111  223  260  253  231  245  265  236  246  6.165945 0.628650 SUCCESS  38
001011011  251  239  224  282  231  209  244  248 14.125590 0.078550 SUCCESS  39
001011101  267  246  248  246  235  232  238  268  5.859845 0.662928 SUCCESS  40
001011111  252  220  246  251  224  259  264  232  7.893447 0.443947 SUCCESS  41
001100101  247  249  250  244  244  218  253  229  4.476572 0.811772 SUCCESS  42
001100111  236  266  256  262  254  232  263  228  7.905098 0.442795 SUCCESS  43
001101011  240  243  234  237  229  252  232  247  2.616674 0.956068 SUCCESS  44
001101101  251  264  226  219  239  247  235  244  6.439210 0.598158 SUCCESS  45
001101111  212  217  248  216  275  235  280  251 20.948748 0.007285 FAILURE  46
001110101  243  272  223  243  247  227  252  251  6.933841 0.543787 SUCCESS  47
001110111  262  265  212  257  280  253  244  208 19.589836 0.012004 SUCCESS  48
001111011  252  253  237  238  240  255  223  257  4.136579 0.844595 SUCCESS  49
001111101  261  247  252  268  261  245  268  243  7.549218 0.478693 SUCCESS  50
001111111  233  235  277  231  210  265  229  232 14.557730 0.068338 SUCCESS  51
010000011  241  240  261  260  258  245  241  263  4.757252 0.783178 SUCCESS  52
010000111  247  239  244  253  210  265  230  252  8.367954 0.398377 SUCCESS  53
010001011  244  234  239  250  240  240  264  228  3.611232 0.890388 SUCCESS  54
010001111  232  236  263  260  234  255  234  233  5.373687 0.716991 SUCCESS  55
010010011  250  250  234  257  257  243  225  239  3.797646 0.874903 SUCCESS  56
010010111  262  249  282  264  227  260  231  235 12.598270 0.126440 SUCCESS  57
010011011  230  221  240  224  248  267  271  225 11.789066 0.160866 SUCCESS  58
010011111  237  237  232  250  242  247  261  247  2.494869 0.961970 SUCCESS  59
010100011  256  223  242  225  240  243  248  231  4.927778 0.765267 SUCCESS  60
010100111  254  224  255  236  254  211  263  229 10.450278 0.234833 SUCCESS  61
010101011  214  245  248  251  242  245  239  261  5.452066 0.708345 SUCCESS  62
010101111  250  236  239  231  224  250  232  252  4.014775 0.855788 SUCCESS  63
010110011  228  277  222  230  220  263  225  231 14.854297 0.062041 SUCCESS  64
010110111  251  258  245  263  258  227  217  256  8.301227 0.404612 SUCCESS  65
010111011  257  261  233  237  239  233  242  257  4.005243 0.856650 SUCCESS  66
010111111  236  230  224  228  233  254  247  244  4.915068 0.766614 SUCCESS  67
011000111  261  251  244  247  232  263  235  238  4.085739 0.849306 SUCCESS  68
011001111  257  245  249  248  244  231  268  238  4.173650 0.841126 SUCCESS  69
011010111  247  240  263  251  252  248  244  206  8.301227 0.404612 SUCCESS  70
011011111  233  234  264  231  263  231  249  241  5.743337 0.675957 SUCCESS  71
011101111  266  255  233  234  232  246  246  223  6.030371 0.643830 SUCCESS  72
011111111  264  249  276  241  219  268  245  227 12.455282 0.132017 SUCCESS  73
100000000  260  244  218  253  282  236  256  248 11.311381 0.184672 SUCCESS  74
100010000  257  233  242  248  244  235  227  237  3.119778 0.926617 SUCCESS  75
100100000  255  244  241  229  233  246  250  235  2.549946 0.959361 SUCCESS  76
100101000  222  251  250  243  238  224  230  255  5.646952 0.686710 SUCCESS  77
100110000  253  236  232  236  247  227  236  263  4.582489 0.801125 SUCCESS  78
100111000  239  248  253  266  240  260  241  255  4.218135 0.836926 SUCCESS  79
101000000  260  248  233  267  286  230  250  241 12.334537 0.136890 SUCCESS  80
101000100  252  256  259  250  237  238  239  237  2.644212 0.954667 SUCCESS  81
101001000  234  267  257  241  238  240  254  262  5.392752 0.714891 SUCCESS  82
101001100  242  239  227  220  235  241  265  238  6.237968 0.620595 SUCCESS  83
101010000  257  256  247  277  281  231  240  231 13.206232 0.104948 SUCCESS  84
101010100  252  215  249  275  238  225  216  227 14.298234 0.074316 SUCCESS  85
101011000  232  225  229  255  231  242  245  234  4.829275 0.775658 SUCCESS  86
101011100  244  259  223  239  247  242  257  263  5.205280 0.735427 SUCCESS  87
101100000  262  231  260  236  230  236  243  251  4.761488 0.782738 SUCCESS  88
101100100  254  231  246  261  253  254  274  253  7.226171 0.512439 SUCCESS  89
101101000  233  261  221  234  224  243  246  263  7.676318 0.465710 SUCCESS  90
101101100  233  256  192  262  277  217  238  245 21.844804 0.005212 FAILURE  91
101110000  245  223  203  256  248  247  253  274 13.870330 0.085208 SUCCESS  92
101110100  243  266  243  243  256  252  218  230  6.640452 0.575874 SUCCESS  93
101111000  251  268  250  246  244  245  261  237  4.201189 0.838531 SUCCESS  94
101111100  241  234  256  222  216  214  240  242 10.434390 0.235851 SUCCESS  95
110000000  252  240  226  242  256  242  228  260  4.531649 0.806258 SUCCESS  96
110000010  238  254  253  234  254  243  253  250  2.238551 0.972811 SUCCESS  97
110000100  241  227  224  224  263  238  221  235  9.002396 0.342094 SUCCESS  98
110001000  240  234  241  240  275  235  221  234  7.711270 0.462170 SUCCESS  99
110001010  224  259  253  258  227  268  236  255  8.240854 0.410304 SUCCESS 100
110010000  237  230  249  229  264  273  266  253  9.697210 0.286924 SUCCESS 101
110010010  227  277  207  233  228  249  242  236 13.686035 0.090325 SUCCESS 102
110010100  282  237  266  214  238  221  258  262 16.758681 0.032722 SUCCESS 103
110011000  239  261  260  235  252  253  229  232  4.926718 0.765379 SUCCESS 104
110011010  229  242  258  242  234  236  231  233  3.791291 0.875446 SUCCESS 105
110100000  253  232  249  250  270  237  222  252  6.591730 0.581252 SUCCESS 106
110100010  276  250  254  265  222  240  245  222 10.933258 0.205510 SUCCESS 107
110100100  260  237  253  244  263  242  260  248  4.276389 0.831365 SUCCESS 108
110101000  230  258  241  241  270  248  244  239  4.755133 0.783398 SUCCESS 109
110101010  237  223  253  245  250  232  231  252  4.204366 0.838230 SUCCESS 110
110101100  250  238  218  253  227  255  231  228  7.105426 0.525302 SUCCESS 111
110110000  265  256  239  232  249  240  248  234  3.848486 0.870528 SUCCESS 112
110110010  236  253  217  266  247  237  265  244  7.854258 0.447835 SUCCESS 113
110110100  245  234  231  241  238  216  248  243  4.787967 0.779979 SUCCESS 114
110111000  233  229  225  273  264  249  233  256  9.471607 0.304085 SUCCESS 115
110111010  248  266  230  205  261  248  232  246 11.329387 0.183725 SUCCESS 116
110111100  235  254  234  230  256  247  273  241  6.251737 0.619056 SUCCESS 117
111000000  244  272  238  227  243  259  246  235  6.003892 0.646796 SUCCESS 118
111000010  223  246  224  232  228  251  249  249  5.747573 0.675483 SUCCESS 119
111000100  260  252  237  268  218  232  226  239  8.978035 0.344152 SUCCESS 120
111000110  233  229  241  257  255  270  267  281 13.552580 0.094199 SUCCESS 121
111001000  213  251  236  221  252  251  272  246 10.619745 0.224189 SUCCESS 122
111001010  274  246  263  243  261  249  262  239  8.083038 0.425401 SUCCESS 123
111001100  229  235  270  253  231  240  247  222  7.403052 0.493835 SUCCESS 124
111010000  264  241  265  281  259  253  230  224 13.154333 0.106649 SUCCESS 125
111010010  232  237  282  257  245  245  252  236  8.166712 0.417357 SUCCESS 126
111010100  255  266  245  231  227  268  265  250  8.911307 0.349833 SUCCESS 127
111010110  242  245  235  259  260  235  206  233  9.415471 0.308468 SUCCESS 128
111011000  271  246  247  246  254  252  258  234  5.050641 0.752150 SUCCESS 129
111011010  252  229  255  242  254  235  229  238  3.646185 0.887553 SUCCESS 130
111011100  251  240  220  248  258  266  226  248  7.100131 0.525869 SUCCESS 131
111100000  230  284  273  223  263  252  242  245 14.799220 0.063169 SUCCESS 132
111100010  247  244  255  250  205  258  228  243  9.090307 0.334735 SUCCESS 133
111100100  203  248  227  236  231  248  254  221 12.223325 0.141514 SUCCESS 134
111100110  254  233  258  241  232  209  229  221 10.879241 0.208636 SUCCESS 135
111101000  267  229  259  265  232  257  242  220  9.779825 0.280821 SUCCESS 136
111101010  246  259  242  258  234  257  246  245  2.941838 0.937954 SUCCESS 137
111101100  244  233  239  238  221  258  264  219  8.223907 0.411910 SUCCESS 138
111101110  251  236  254  239  231  277  235  250  6.812037 0.557042 SUCCESS 139
111110000  248  264  250  208  245  220  247  268 12.331360 0.137020 SUCCESS 140
111110010  224  235  254  263  232  246  247  224  6.379897 0.604758 SUCCESS 141
111110100  251  244  253  265  253  255  254  247  3.663131 0.886167 SUCCESS 142
111110110  237  239  269  244  254  233  281  216 12.997576 0.111933 SUCCESS 143
111111000  239  257  240  230  238  231  264  270  7.129787 0.522697 SUCCESS 144
111111010  278  240  258  250  232  251  234  246  7.167917 0.518629 SUCCESS 145
111111100  239  235  247  231  211  254  247  253  6.659517 0.573773 SUCCESS 146
111111110  264  249  276  241  219  268  245  227 12.455282 0.132017 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  245  251  241  245  254  214  235  258  5.674491 0.683641 SUCCESS   0
000000011  266  239  248  222  254  227  227  246  7.189101 0.516375 SUCCESS   1
000000101  236  259  265  229  255  242  215  269 10.768028 0.215193 SUCCESS   2
000000111  257  245  265  220  239  229  235  285 13.529278 0.094890 SUCCESS   3
000001001  247  222  224  270  253  220  259  208 15.927234 0.043434 SUCCESS   4
000001011  220  269  266  264  242  268  244  250 11.368576 0.181677 SUCCESS   5
000001101  246  262  246  236  256  242  250  247  2.460976 0.963526 SUCCESS   6
000001111  261  256  265  225  226  226  237  251  8.398670 0.395527 SUCCESS   7
000010001  235  257  228  248  231  227  231  245  4.925659 0.765491 SUCCESS   8
000010011  244  217  242  272  231  237  248  221  9.702506 0.286530 SUCCESS   9
000010101  271  258  257  264  264  247  236  264  9.913280 0.271165 SUCCESS  10
000010111  250  236  282  264  242  271  254  275 15.707986 0.046756 SUCCESS  11
000011001  273  251  214  240  233  246  239  242  8.319233 0.402924 SUCCESS  12
000011011  253  253  242  224  247  231  241  266  5.235995 0.732081 SUCCESS  13
000011101  273  210  263  238  234  260  238  258 12.610980 0.125954 SUCCESS  14
000011111  257  241  244  253  239  222  257  263  5.474308 0.705885 SUCCESS  15
000100011  235  239  254  233  235  235  224  254  4.236141 0.835214 SUCCESS  16
000100101  253  242  243  247  272  241  240  243  3.804001 0.874360 SUCCESS  17
000100111  237  227  236  257  257  239  254  240  3.738332 0.879927 SUCCESS  18
000101001  230  277  243  235  266  209  220  257 16.204736 0.039542 SUCCESS  19
000101011  268  241  226  255  266  259  236  250  7.739868 0.459284 SUCCESS  20
000101101  221  256  247  243  269  261  261  241  7.979240 0.435501 SUCCESS  21
000101111  250  250  266  245  273  271  266  265 12.788920 0.119322 SUCCESS  22
000110011  233  259  222  270  235  253  237  230  8.119050 0.421928 SUCCESS  23
000110101  244  229  221  250  233  257  255  233  5.633183 0.688244 SUCCESS  24
000110111  226  231  239  207  243  209  242  262 14.677416 0.065730 SUCCESS  25
000111001  236  251  282  259  222  267  235  268 14.553493 0.068432 SUCCESS  26
000111011  270  226  251  233  233  267  248  262  9.111490 0.332978 SUCCESS  27
000111101  220  262  249  233  217  245  236  235  8.197428 0.414426 SUCCESS  28
000111111  231  243  268  255  244  190  242  257 16.784101 0.032437 SUCCESS  29
001000011  284  232  252  240  226  250  236  262 10.865472 0.209439 SUCCESS  30
001000101  236  231  227  246  249  241  268  225  6.373541 0.605466 SUCCESS  31
001000111  215  247  271  226  231  242  232  281 15.213355 0.055127 SUCCESS  32
001001011  239  246  243  245  269  229  234  243  4.165177 0.841921 SUCCESS  33
001001101  225  215  210  239  215  246  259  234 15.168870 0.055944 SUCCESS  34
001001111  254  232  253  243  253  252  242  227  3.233109 0.918888 SUCCESS  35
001010011  223  253  253  245  234  234  205  269 12.536838 0.128810 SUCCESS  36
001010101  236  224  255  227  225  225  223  241  8.770438 0.362030 SUCCESS  37
001010111  241  249  217  258  255  267  244  250  6.939137 0.543213 SUCCESS  38
001011011  246  261  235  241  266  253  277  232  9.178218 0.327486 SUCCESS  39
001011101  227  249  264  269  250  256  241  243  6.428618 0.599336 SUCCESS  40
001011111  244  243  246  246  264  269  232  267  7.170036 0.518403 SUCCESS  41
001100101  244  226  244  254  256  250  236  227  4.070911 0.850670 SUCCESS  42
001100111  260  233  195  271  227  258  217  250 20.197798 0.009613 FAILURE  43
001101011  240  256  234  268  236  262  243  257  5.859845 0.662928 SUCCESS  44
001101101  235  257  243  228  231  251  270  218  8.820219 0.357688 SUCCESS  45
001101111  235  246  227  214  236  235  238  238  6.405317 0.601928 SUCCESS  46
001110101  258  226  262  233  239  246  242  268  6.645748 0.575290 SUCCESS  47
001110111  234  223  257  234  220  263  255  237  8.152943 0.418675 SUCCESS  48
001111011  247  242  274  218  226  257  246  239  8.947319 0.346760 SUCCESS  49
001111101  244  233  221  257  239  253  252  228  5.301664 0.724901 SUCCESS  50
001111111  229  264  249  256  240  206  207  275 19.448966 0.012634 SUCCESS  51
010000011  267  228  250  230  243  233  252  280 10.555135 0.228201 SUCCESS  52
010000111  270  248  245  236  241  273  255  239  7.369159 0.497376 SUCCESS  53
010001011  267  259  232  237  254  261  271  218 11.563463 0.171769 SUCCESS  54
010001111  216  253  245  207  226  243  233  264 13.122558 0.107702 SUCCESS  55
010010011  234  251  246  237  238  239  232  246  1.772517 0.987209 SUCCESS  56
010010111  269  240  232  251  251  251  227  251  5.359918 0.718506 SUCCESS  57
010011011  213  213  212  244  252  242  258  212 18.050865 0.020848 SUCCESS  58
010011111  247  236  253  250  250  231  228  255  3.273358 0.916050 SUCCESS  59
010100011  245  252  260  227  246  229  243  221  5.831248 0.666128 SUCCESS  60
010100111  233  223  234  233  247  244  219  240  6.155353 0.629835 SUCCESS  61
010101011  232  241  259  214  260  231  223  252  9.397465 0.309883 SUCCESS  62
010101111  238  248  224  246  233  253  265  249  4.758311 0.783068 SUCCESS  63
010110011  253  266  221  298  221  241  243  258 20.051633 0.010142 SUCCESS  64
010110111  245  237  230  232  258  234  251  233  3.661013 0.886341 SUCCESS  65
010111011  242  259  263  233  234  262  235  257  5.833366 0.665891 SUCCESS  66
010111111  234  231  223  242  221  264  244  242  7.032344 0.533147 SUCCESS  67
011000111  238  253  228  262  264  257  250  235  5.822774 0.667076 SUCCESS  68
011001111  235  264  232  272  215  244  228  255 11.137678 0.194020 SUCCESS  69
011010111  225  256  253  238  225  242  272  228  8.602030 0.376971 SUCCESS  70
011011111  247  230  218  219  247  231  238  254  7.783294 0.454920 SUCCESS  71
011101111  233  252  253  248  262  249  246  245  2.656922 0.954012 SUCCESS  72
011111111  221  239  234  228  247  224  233  261  7.394579 0.494719 SUCCESS  73
100000000  245  251  241  245  254  214  235  258  5.674491 0.683641 SUCCESS  74
100010000  260  249  231  246  254  228  237  253  3.976645 0.859224 SUCCESS  75
100100000  256  247  250  270  228  215  228  255  9.913280 0.271165 SUCCESS  76
100101000  250  267  247  249  241  241  226  236  4.253088 0.833598 SUCCESS  77
100110000  224  261  243  241  250  240  226  227  5.821715 0.667195 SUCCESS  78
